OBJECTID_12,FID_Parks,objectid_1,objectid,acreage,sqft,final_cat,type_,sector,origpkname,updatepknm,alterntnam,divname,shape_leng,globalid,created_us,created_da,last_edite,last_edi_1,maintenanc,dpw_ac,GlobalID_2,Shape__Are,Shape__Len,FID_Neighborhood,FID_BlockG,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng_1,FID_Neighb,AREA,PERIMETER,NEIGHBOR_,NEIGHBOR_I,HOOD,HOOD_NO,ACRES,SQMILES,DPWDIV,UNIQUE_ID,SECTORS,Shape_Le_1,Shape_Ar_1,Shape_Le_2,Page_Numbe,Shape_Length,Shape_Area
36,32,34,179,0.591641290000000,25771.791648919999716,Beautification Site,BTF,11,Thomas Blvd Planting Strip,Thomas Blvd Planting Strip,Thomas Blvd Planting Strip,Eastern,2507.733309830000053,241f501a-1070-401c-b117-168461d0d1ca,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,0.591641293305781,523731af-ae77-4db5-80e1-c80f88d8e9dc,4139.921875000000000,1004.094444200459975,70,233,42,003,140500,3,420031405003,Block Group 3,G5030,S,172851.000000000000000,0.000000000000000,+40.4523867,-079.9073195,6787.527650160000121,47,7968760.000000000000000,13891.872999999999593,48,2130,Point Breeze North,64,183.781000000000006,0.286000000000000,2,113,11,13891.873348299999634,7968760.149360000155866,14047.078816999999617,0,0.008531709962277,0.000000254208793
37,33,35,100,0.124531540000000,5424.572285369999918,Beautification Site,BTF,10,Le Roi Rd Island,Le Roi Rd Island,Le Roi Rd Island,Eastern,541.815691450000031,f6aa791b-e26a-4809-8abb-6b6b83fc14cc,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,3rd Division,0.124531542325976,5d913ce1-736f-4b32-8f08-ab1cdef16fe7,871.214843750000000,217.385188566090989,34,75,42,003,981100,1,420039811001,Block Group 1,G5030,S,876833.000000000000000,0.000000000000000,+40.4420424,-079.9063310,14525.901631099999577,53,27997334.000000000000000,25607.969000000000960,54,2136,Point Breeze,63,645.695000000000050,1.004000000000000,3,6,10,25607.969186800000898,27997334.375300001353025,25612.244875600001251,0,0.001591696532493,0.000000053502566
38,34,36,159,0.037924380000000,1651.979382100000066,Beautification Site,BTF,10,Reynolds St Planting Circle,Reynolds St Planting Circle,Reynolds St Planting Circle,Eastern,144.680591969999995,530e9f89-cd66-4416-bcfc-5427f7dd7f84,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,3rd Division,3.79243799366842E-02,92be9c63-23e5-4e33-b3dd-069181985bb7,265.308593750000000,57.981254620629301,34,75,42,003,981100,1,420039811001,Block Group 1,G5030,S,876833.000000000000000,0.000000000000000,+40.4420424,-079.9063310,14525.901631099999577,53,27997334.000000000000000,25607.969000000000960,54,2136,Point Breeze,63,645.695000000000050,1.004000000000000,3,6,10,25607.969186800000898,27997334.375300001353025,25612.244875600001251,0,0.000460477159235,0.000000016293087
39,35,37,76,0.001069420000000,46.583703350000000,Beautification Site,BTF,10,Glen Arden Circle,Glen Arden Circle,Glen Arden Circle,Eastern,24.316376999999999,c273533e-c3d7-41a9-ad58-cac20ff7937b,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,3rd Division,1.06941895512493E-03,1a5fe82d-4c29-48e5-8a88-a9f6d3b04510,7.484375000000000,9.744908361062169,34,75,42,003,981100,1,420039811001,Block Group 1,G5030,S,876833.000000000000000,0.000000000000000,+40.4420424,-079.9063310,14525.901631099999577,53,27997334.000000000000000,25607.969000000000960,54,2136,Point Breeze,63,645.695000000000050,1.004000000000000,3,6,10,25607.969186800000898,27997334.375300001353025,25612.244875600001251,0,0.000077389453493,0.000000000459454
40,36,38,77,0.007205400000000,313.865892420000023,Beautification Site,BTF,10,Glen Arden Triangle,Glen Arden Triangle,Glen Arden Triangle,Eastern,69.952435769999994,42b935d1-085d-4ec1-951b-8c2e02bf702a,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,3rd Division,7.20539825269681E-03,120237e1-8e77-4df4-8eab-2f88cf96309f,50.406250000000000,28.041216761879099,34,75,42,003,981100,1,420039811001,Block Group 1,G5030,S,876833.000000000000000,0.000000000000000,+40.4420424,-079.9063310,14525.901631099999577,53,27997334.000000000000000,25607.969000000000960,54,2136,Point Breeze,63,645.695000000000050,1.004000000000000,3,6,10,25607.969186800000898,27997334.375300001353025,25612.244875600001251,0,0.000219173435010,0.000000003095660
41,37,39,57,0.001653990000000,72.047333519999995,Beautification Site,BTF,10,Edgerton Circle,Edgerton Circle,Edgerton Circle,Eastern,30.225119200000002,aaa0ea46-f889-43ee-92a4-8d2cb5f28154,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,3rd Division,1.65398580598273E-03,bf2f3f97-1f6a-4914-943f-34c12d69f62c,11.566406250000000,12.112984556302401,34,75,42,003,981100,1,420039811001,Block Group 1,G5030,S,876833.000000000000000,0.000000000000000,+40.4420424,-079.9063310,14525.901631099999577,53,27997334.000000000000000,25607.969000000000960,54,2136,Point Breeze,63,645.695000000000050,1.004000000000000,3,6,10,25607.969186800000898,27997334.375300001353025,25612.244875600001251,0,0.000096251609842,0.000000000710612
42,38,40,126,0.671927130000000,29269.028872779999801,Beautification Site,BTF,10,Mellon Park Island,Mellon Park Island,Mellon Park Island,Eastern,744.325082999999950,79324a1c-1ea2-4101-8abc-c0bb3353dfc8,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,3rd Division,0.671927133820977,d45f3a33-ead4-46aa-bc40-3505e93a200d,4701.472656250000000,298.394611165586014,34,75,42,003,981100,1,420039811001,Block Group 1,G5030,S,876833.000000000000000,0.000000000000000,+40.4420424,-079.9063310,14525.901631099999577,53,27997334.000000000000000,25607.969000000000960,54,2136,Point Breeze,63,645.695000000000050,1.004000000000000,3,6,10,25607.969186800000898,27997334.375300001353025,25612.244875600001251,0,0.002325719556270,0.000000288698584
43,39,41,151,0.073621010000000,3206.918499240000074,Beautification Site,BTF,12,Penn Circle W Triangle,S Euclid Ave Triangle,S Euclid Ave Triangle,Northeast,345.905454850000012,2a334f85-c134-4aac-8158-d03cf25f5b55,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,2nd Division,7.36210130154146E-02,1e3c9f3a-1b31-4567-9a1d-5e3e8cba7a68,515.277343750000000,138.674743941837988,79,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,16,16201454.000000000000000,22746.877000000000407,17,2099,East Liberty,29,373.649999999999977,0.581000000000000,2,25,12,22746.876839600001404,16201453.707900000736117,22823.263661400000274,0,0.001091687650036,0.000000031636621
44,40,42,150,0.029817240000000,1298.833723389999932,Beautification Site,BTF,12,Penn Circle W Square,N Euclid Ave Square,N Euclid Ave Square,Northeast,194.321740190000014,d12831e9-bd61-4c52-ab4d-9931dd5f4f42,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,2nd Division,2.98172387221314E-02,74686eca-3d9a-42cf-bcdb-049f65c6b021,208.695312500000000,77.842705997459106,79,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,16,16201454.000000000000000,22746.877000000000407,17,2099,East Liberty,29,373.649999999999977,0.581000000000000,2,25,12,22746.876839600001404,16201453.707900000736117,22823.263661400000274,0,0.000646301732403,0.000000012813151
45,41,43,8,0.103252860000000,4497.676435540000057,Beautification Site,BTF,12,Amber Triangle,Amber Triangle,Amber Triangle,Northeast,296.743858810000006,f2ac7993-bc0c-4271-9071-e469f8f652cc,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,2nd Division,0.103252856434758,539ed798-a512-4258-a5cb-3984e96044e5,722.617187500000000,118.904249355041003,79,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,16,16201454.000000000000000,22746.877000000000407,17,2099,East Liberty,29,373.649999999999977,0.581000000000000,2,25,12,22746.876839600001404,16201453.707900000736117,22823.263661400000274,0,0.000965876341153,0.000000044367707
46,42,44,17,0.276303390000000,12035.727410389999932,Beautification Site,BTF,12,Baum Negley Triangle,Baum Negley Triangle,Baum Negley Triangle,Northeast,504.372224739999979,fa3d8490-619c-4c5d-acee-a60c745dd8b5,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,2nd Division,0.276303387360869,759674ea-1c6b-48ff-bf59-4d05b2df0e93,1933.644531250000000,202.080501179448987,79,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,16,16201454.000000000000000,22746.877000000000407,17,2099,East Liberty,29,373.649999999999977,0.581000000000000,2,25,12,22746.876839600001404,16201453.707900000736117,22823.263661400000274,0,0.001651913483246,0.000000118727052
47,43,45,69,4.541130220000000,197810.841269239987014,Beautification Site,BTF,12,Frankstown Triangle 1 & 2,Frankstown Triangle 1 & 2,Frankstown Triangle 1 & 2,Northeast,3139.285670149999987,732bc31d-d5bf-4d93-b8be-795a9bdeaf77,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,2nd Division,4.54113022302529,2c5356d3-2c2f-492a-b7ff-9986da79e48c,31782.636718750000000,1259.270872243459962,44,114,42,003,120400,1,420031204001,Block Group 1,G5030,S,176103.000000000000000,0.000000000000000,+40.4633748,-079.9087841,5462.853099920000204,22,12407882.000000000000000,15726.185999999999694,23,2105,Larimer,45,286.160000000000025,0.445000000000000,2,21,12,15726.185820999999123,12407881.295499999076128,15727.705062900000485,0,0.009500677281518,0.000001951378216
48,44,46,155,0.023120350000000,1007.118431249999958,Beautification Site,BTF,13,Polish Hill Monument,Polish Hill Monument,Polish Hill Monument,Schenley,134.441429360000001,b37088bf-d7c0-401e-9d93-e5f9f85ca70b,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,2nd Division,2.31203503152232E-02,f65134c5-37b1-4379-905f-1a7ca81cfe4b,161.785156250000000,53.927234960080298,62,197,42,003,060500,2,420030605002,Block Group 2,G5030,S,255123.000000000000000,0.000000000000000,+40.4586040,-079.9613007,9025.775013559999934,39,7097053.000000000000000,14866.162000000000262,40,2122,Polish Hill,65,163.676999999999992,0.255000000000000,2,6,13,14866.162325200000851,7097053.088550000451505,14887.033694399999149,0,0.000405052917579,0.000000009934515
49,45,47,128,0.079060070000000,3443.843020780000188,Beautification Site,BTF,10,Monitor St and St Phil Islands,Monitor St and St Phil Islands,Monitor St and St Phil Islands,Eastern,251.945302660000010,8b16bb3a-205c-4812-aa9a-ad87e31e2a78,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,3rd Division,7.90600733745719E-02,75298895-6764-48dd-8677-37a984f4c0a0,552.761718750000000,100.902864147407001,25,54,42,003,141400,3,420031414003,Block Group 3,G5030,S,294702.000000000000000,0.000000000000000,+40.4266034,-079.9185733,8635.642130309999629,63,74470128.000000000000000,50122.652000000001863,64,2146,Squirrel Hill South,77,1717.484999999999900,2.671000000000000,3,23,10,50122.651096599998709,74470126.269400000572205,50179.666766200003622,0,0.000820618533942,0.000000033955883
50,46,48,102,0.145852060000000,6353.290405849999843,Neighborhood Park,NP,1,Leister St Parklet,Leister Street Park,Leister Street Park,Northern,410.536047859999996,a9d16cfe-003c-476c-8ea2-0d522202d3ea,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,0.145852061962494,77ecb1b3-4179-4aef-ace5-0925e3f7a861,1020.824218750000000,130.916223355540012,6,7,42,003,262000,1,420032620001,Block Group 1,G5030,S,607576.000000000000000,0.000000000000000,+40.4632158,-079.9941680,12055.426146199999494,15,17550592.000000000000000,18197.819999999999709,16,2098,Spring Hill-City View,75,404.764999999999986,0.630000000000000,1,23,1,18197.819889900001726,17550591.772700000554323,18197.706072799999674,0,0.001030187840381,0.000000062675520
51,47,49,207,1.480285710000000,64480.987477800001216,Neighborhood Park,NP,5,Tropical Parklet,Tropical Park,Tropical Park,Western,1057.285763730000099,96b7ba58-af4f-4803-a06a-ee46a0219b12,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Southern,1.48028570712865,0ff45ef6-b0bc-4e41-9b95-58a608888975,10348.347656250000000,423.434904320372027,41,97,42,003,191600,3,420031916003,Block Group 3,G5030,S,170636.000000000000000,0.000000000000000,+40.4126628,-080.0211465,8417.875608039999861,72,40706528.000000000000000,32676.169999999998254,73,2155,Beechview,8,938.803999999999974,1.460000000000000,5,23,5,32676.170007900000201,40706529.253899998962879,32742.447523099999671,0,0.003423212910385,0.000000635735340
52,48,50,113,2.305850310000000,100442.437536569996155,Neighborhood Park,NP,3,Manchester Park,Manchester Park,Manchester Park,Northern,1563.269183679999969,ce0b955c-091a-4ce4-a0bd-6f24dfe298bb,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,2.30585030549876,df96db6f-210c-40ec-b081-26daaf1fdc06,16137.078125000000000,626.167594035936986,39,89,42,003,210700,2,420032107002,Block Group 2,G5030,S,359658.000000000000000,0.000000000000000,+40.4578695,-080.0264589,9100.227533999999650,33,7785965.500000000000000,12528.441000000000713,34,2116,Manchester,49,179.566000000000003,0.279000000000000,1,23,3,12528.441993200000070,7785965.497329999692738,12521.875155300000188,0,0.005202715118026,0.000000990821738
53,49,51,225,0.844092850000000,36768.537608209997416,Neighborhood Park,NP, , ,Washburn Square Park, , ,0.000000000000000, ,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,0.844092853140572,289b9d42-4109-49c1-98cd-284e1ae83698,5908.667968750000000,357.043991716175015,71,240,42,003,980900,1,420039809001,Block Group 1,G5030,S,1453388.000000000000000,854869.000000000000000,+40.4659231,-080.0458881,13293.010440100000778,18,6426350.500000000000000,13293.011000000000422,19,2101,Marshall-Shadeland,50,148.209000000000003,0.231000000000000,1,0,2,13293.010440100000778,6426350.593949999660254,50372.759504900001048,0,0.002775440413658,0.000000362748107
54,50,52,83,1.263131670000000,55021.795431409998855,Neighborhood Park,NP,8,Hays Parklet,Hays Park,Hays Park,Southern,1369.164479130000018,286d8335-f1a8-402b-969d-0ede4cfcd2cc,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,1.26313166940442,10910a0d-b3a3-4c22-8d9f-38d8515240fe,8820.156250000000000,548.102964564385957,69,221,42,003,562900,2,420035629002,Block Group 2,G5030,S,4488597.000000000000000,20843.000000000000000,+40.3937604,-079.9499181,56370.852913399998215,90,48800708.000000000000000,56384.667999999997846,91,2173,Hays,38,1125.478000000000065,1.750000000000000,4,24,8,56384.669081400003051,48800707.245399996638298,56370.853074500002549,0,0.004397227980885,0.000000542166815
55,51,53,185,2.436460420000000,106131.791501829997287,Neighborhood Park,NP,4,Wabash Playground,Wabash Park,Wabash Park,Western,1676.460211670000035,92eb8cf6-4bbf-4a30-8b50-91ffe4b4fdda,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,2.43646042310085,d296bef2-f3de-43be-8b61-9a15bf76a663,17041.148437500000000,672.525133989984965,88,32,42,003,562600,1,420035626001,Block Group 1,G5030,S,512433.000000000000000,0.000000000000000,+40.4408830,-080.0357065,18778.991280300000653,59,5579501.000000000000000,18776.655999999999040,60,2142,West End,87,128.679000000000002,0.200000000000000,5,81,4,18776.656621900001483,5579501.106800000183284,18778.991513000000850,0,0.004910254646792,0.000001046638329
56,52,54,117,0.260197900000000,11334.175175300000774,Neighborhood Park,NP,2,Marshall- California Parklet,Marshall-California Park,Marshall-California Park,Northern,410.241350990000001,983fe92d-da67-43c0-8bc3-997714b25d4d,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,0.260197899727601,0222ae1c-57c0-46e4-acde-42c73e57acc6,1821.167968750000000,164.399718663910988,71,240,42,003,980900,1,420039809001,Block Group 1,G5030,S,1453388.000000000000000,854869.000000000000000,+40.4659231,-080.0458881,13293.010440100000778,18,6426350.500000000000000,13293.011000000000422,19,2101,Marshall-Shadeland,50,148.209000000000003,0.231000000000000,1,0,2,13293.010440100000778,6426350.593949999660254,50372.759504900001048,0,0.001327672746489,0.000000111812600
57,53,55,54,11.135922210000000,485078.831088599981740,Community Park,CP,11,East Hills Park,East Hills Park,East Hills Park,Eastern,3990.465354460000071,ef396672-2c4a-4eda-ae69-204f645a1602,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,11.1359222086718,f6ecef12-6b04-4160-a576-234ddf648551,77920.023437500000000,1599.654068762160023,21,37,42,003,130600,1,420031306001,Block Group 1,G5030,S,365630.000000000000000,0.000000000000000,+40.4521925,-079.8817225,8027.633926399999837,41,15092615.000000000000000,22217.805000000000291,42,2124,East Hills,28,348.076999999999998,0.541000000000000,2,6,11,22217.804508099998202,15092615.346799999475479,22185.538814600000478,0,0.012531239114487,0.000004784701111
58,54,56,223,0.016442140000000,716.216961439999977,Special Use Park,SU, , ,Swisshelm War Memorial, , ,0.000000000000000, ,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,3rd Division,0.016442144773045,f279bf8d-0098-4a8b-ba42-dfa240fbe33c,114.937500000000000,46.472148647948700,36,83,42,003,141100,1,420031411001,Block Group 1,G5030,S,1226338.000000000000000,163168.000000000000000,+40.4196414,-079.9075532,20791.544469500000559,78,13379806.000000000000000,20826.319999999999709,79,2161,Swisshelm Park,82,308.574999999999989,0.480000000000000,3,57,10,20826.319234899998264,13379806.337899999693036,20791.544629100000748,0,0.000377903761162,0.000000007061219
59,55,57,97,0.976335450000000,42529.002187320002122,Neighborhood Park,NP,12,Kite Hill Parklet,Kite Hill Park,Kite Hill Park,Northeast,858.457718730000011,02503ebc-2418-4c2e-b973-7e5d809e7408,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,0.976335452337993,a7a09eef-767b-4750-b057-365fabf7a2b5,6834.367187500000000,349.593999032018985,38,86,42,003,101700,2,420031017002,Block Group 2,G5030,S,217979.000000000000000,0.000000000000000,+40.4672423,-079.9433700,6586.683658320000177,17,12751163.000000000000000,14574.326999999999316,18,2100,Garfield,35,294.076999999999998,0.457000000000000,2,113,12,14574.326686599999448,12751163.309800000861287,14577.441571200000908,0,0.002714156878455,0.000000419579733
60,56,58,202,110.499786130000004,4813351.430484729819000,Regional Park,RP,6,Other Undesignated Property,Emerald View Regional Park,Emerald View Regional Park,Western,69193.615374600005453,9eadaba3-1096-43fe-8237-adca8c01c9e0,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00, ,110.499786132879,653eb32b-40c5-4794-90d8-d17d47920115,772774.136718750000000,28433.549695508998411,15,19,42,003,180300,3,420031803003,Block Group 3,G5030,S,140530.000000000000000,0.000000000000000,+40.4191918,-079.9927314,6293.791905699999916,75,8221419.500000000000000,16208.565000000000509,76,2158,Allentown,3,189.608000000000004,0.295000000000000,4,23,6,16208.564800199999809,8221419.735199999995530,16208.014884099999108,0,0.016265620364391,0.000001177927491
61,56,58,202,110.499786130000004,4813351.430484729819000,Regional Park,RP,6,Other Undesignated Property,Emerald View Regional Park,Emerald View Regional Park,Western,69193.615374600005453,9eadaba3-1096-43fe-8237-adca8c01c9e0,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00, ,110.499786132879,653eb32b-40c5-4794-90d8-d17d47920115,772774.136718750000000,28433.549695508998411,23,45,42,003,180700,2,420031807002,Block Group 2,G5030,S,128061.000000000000000,0.000000000000000,+40.4247086,-080.0011285,5547.088803720000215,64,31760998.000000000000000,33988.883000000001630,65,2147,Mount Washington,54,732.495000000000005,1.139000000000000,5,25,6,33988.882268900000781,31760998.035100001841784,34003.524912000000768,0,0.093953122085770,0.000020454875479
